Player,G,MP,%FG_t,Av_Dist(Ft),%FGA_2P,%FGA_0-3,%FGA_3-10,%FGA_10-16,%FGA_16-3P,%FGA_3P,%FG_2P,%FG_0-3,%FG_3-10,%FG_10-16,%FG_16-3P,%FG_3P,%FG_assisted_2P,%FG_assisted_3P,%DunkAttempts,#_Dunks,%FGA_Corner3,%FG_Corner3,Heave_attempts,Heave_#,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PG%,SG%,SF%,PF%,C%,
Aaron McKie,49.4,1171.2,0.44299999999999995,15.36,0.7859999999999999,0.1684,0.0912,0.1264,0.40020000000000006,0.21400000000000002,0.4756,0.7005,0.497,0.3652,0.4364,0.27225,0.6708000000000001,0.9743333333333334,0.0006,0.4,0.5705,0.31425,0.6,0,9.92,0.4952,0.21400000000000002,0.1346,2.2600000000000002,14.62,8.44,15.14,2.22,0.4800000000000001,17.96,10.66,1.02,1.4,2.42,0.0754,-2.38,1.4200000000000002,-0.96,0.8,16.8,4.3,9.58,0.44299999999999995,0.72,2.12,0.27225,3.5799999999999996,7.5,0.4756,1.12,1.5,0.6795,1.02,6.5600000000000005,7.56,5.14,2.22,0.32,2.1,4.279999999999999,10.459999999999999,101.6,104.8,0.385,0.328,0.6,0.06,0,
Aaron Miles,19,118,0.333,10.3,1,0.278,0.222,0.111,0.389,0,0.333,0.4,0,0.5,0.429,,0.333,,0,0,,,0,0,6,0.405,0,0.222,0,13.6,6.6,29.5,1.7,0.6,35.8,11.6,-0.2,0.1,0,-0.015,-5.7,0.8,-5,-0.1,0,2.6,7.8,0.333,0,0,,2.6,7.8,0.333,1.7,1.7,1,0,6.1,6.1,10.5,1.7,0.4,4.8,5.7,7,82,107,1,0,0,0,0,
Aaron Nesmith,49,621.5,0.41700000000000004,17.75,0.3805,0.14750000000000002,0.1585,0.041999999999999996,0.033,0.6194999999999999,0.5775,0.7685,0.456,0.3055,0.6,0.32,0.626,0.9675,0.0305,4.5,0.3905,0.2885,0,0,8.35,0.54,0.6194999999999999,0.15,3.75,15.100000000000001,9.5,5,1.4,1.05,12.3,15.45,0.05,0.75,0.75,0.056999999999999995,-3.85,0.14999999999999997,-3.75,-0.25,2,5.95,14.4,0.41700000000000004,2.8,8.95,0.32,3.15,5.449999999999999,0.5775,1.7000000000000002,2.15,0.797,1.65,6.800000000000001,8.5,1.7999999999999998,1.4,0.55,2.2,6.25,16.45,104,111,0.01,0.255,0.62,0.125,0,
Aaron Wiggins,50,1209,0.463,12.7,0.591,0.249,0.318,0.018,0.006,0.409,0.573,0.655,0.514,0.5,0.5,0.304,0.561,0.976,0.05,15,0.362,0.34,0,0,10.3,0.556,0.409,0.252,4.3,11,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7,35,6.3,13.6,0.463,1.7,5.6,0.304,4.6,8,0.573,2.5,3.4,0.729,2.1,5.1,7.2,2.7,1.2,0.4,2.2,3.7,16.8,107,116,0.04,0.43,0.49,0.04,0,
Aaron Williams,34.59090909090909,465.5,0.4935909090909091,6.054545454545454,0.9986363636363635,0.4719545454545454,0.2333181818181818,0.17986363636363636,0.11372727272727272,0.001363636,0.49418181818181817,0.6347272727272727,0.3699090909090909,0.31822727272727275,0.3655263157894737,0.111,0.7260909090909091,1,0.13904545454545456,14.090909090909092,0,,0.045454545454545456,0,8.731818181818182,0.5424545454545455,0.001363636,0.31472727272727274,7.454545454545454,16.572727272727274,11.913636363636364,4.209090909090909,1.1727272727272728,2.2818181818181817,17.254545454545454,13.25,0.3181818181818182,0.5499999999999999,0.8772727272727273,0.067909091,-4.981818182,0.15454545454545454,-4.827272727,-0.168181818,3.3181818181818183,5.427272727272728,11.045454545454545,0.4935909090909091,0,0.009090909,0.111,5.427272727272728,11.036363636363635,0.49418181818181817,2.709090909090909,3.463636363636364,0.7983181818181818,3.4227272727272724,7.3,10.709090909090909,1.3545454545454545,1.1727272727272728,1.5227272727272727,2.5954545454545457,10.590909090909092,13.586363636363636,102,105.95454545454545,0,0.01,0.0825,0.385454545,0.600909091,
Abdel Nader,40.4,516.6,0.4122,13.3,0.5682,0.306,0.21319999999999997,0.029199999999999997,0.0196,0.43179999999999996,0.461,0.6252000000000001,0.2986,0.20725000000000002,0.22925,0.3508,0.5391999999999999,0.9809999999999999,0.0354,4.8,0.35760000000000003,0.3638,0.4,0,8.7,0.5176000000000001,0.43179999999999996,0.257,2.38,14.440000000000001,8.459999999999999,6.1,1.6199999999999999,1.98,14.86,16.64,-0.08,0.66,0.5599999999999999,0.0416,-3.68,0.78,-2.88,-0.06,1.6,5.9399999999999995,14.24,0.4122,2.18,6.14,0.3508,3.7800000000000002,8.1,0.461,2.56,3.6399999999999997,0.694,1.04,6.5,7.56,2.16,1.6199999999999999,1.1,2.7399999999999998,4.92,16.6,96.4,107.8,0.04,0.238,0.626,0.13,0,
Acie Law,23.14814814814815,283.44444444444446,0.4264814814814815,8.929629629629629,0.7982962962962963,0.5006296296296296,0.1132962962962963,0.092555556,0.092111111,0.20185185185185187,0.47877777777777775,0.5628518518518518,0.12785185185185186,0.7291851851851852,0.2632,0.20492592592592593,0.27096296296296296,0.60165,0.024407407,0.7037037037037037,0.41603703703703704,0.27808695652173915,0.037037037037037035,0,11.996296296296295,0.5244074074074073,0.20185185185185187,0.5652592592592592,1.4962962962962962,6.892592592592592,4.207407407407407,17.374074074074073,2.2777777777777777,0.4444444444444444,16.140740740740743,19.86296296296296,0.11851851851851851,0.14074074074074075,0.28888888888888886,0.052666667,-2.796296296,-0.462962963,-3.277777778,-0.103703704,0.5555555555555556,6.37037037,15.403703703703703,0.4264814814814815,0.637037037,2.855555555555555,0.20492592592592593,5.7444444444444445,12.555555555555555,0.47877777777777775,6.425925925925926,8.303703703703704,0.7623703703703704,0.6555555555555556,3.062962962962963,3.744444444444444,5.903703703703704,2.2925925925925927,0.2777777777777778,3.6222222222222222,4.092592592592593,19.855555555555558,103.62962962962963,109.29629629629629,0.672173913,0.365,0.233333333,0,0,
Adam Harrington,12.666666666666666,74,0.294,16.9,0.632,0.217,0.054333333,0,0.36000000000000004,0.36800000000000005,0.2693333333333333,0.25,0,,0.297,0.35133333333333333,0.8333333333333334,1,0.025666666666666667,0,0.10833333333333334,0.5,0,0,6.4,0.38333333333333336,0.36800000000000005,0.10866666666666666,0.8333333333333334,7.2666666666666675,3.933333333333333,16.266666666666666,1,0.8999999999999999,5,17.799999999999997,-0.033333333,0.033333333,0.033333333,-0.013,-4.8,-1.433333333,-6.2,-0.066666667,0,5.266666666666667,18.533333333333335,0.294,2.233333333333333,6.199999999999999,0.35133333333333333,3.033333333333333,12.3,0.2693333333333333,1.6333333333333333,2.033333333333333,0.75,0.39999999999999997,3.233333333333333,3.633333333333333,5.199999999999999,1,0.6333333333333333,1.2333333333333334,3.633333333333333,14.366666666666667,91.66666666666667,106.66666666666667,0.25,0.563333333,0.19,0,0,
Adam Mokoka,12.5,84,0.39849999999999997,13.95,0.469,0.425,0.0265,0,0.018,0.531,0.5645,0.625,0,,0,0.25,0.5,1,0,0,0.4165,0.354,0,0,5.199999999999999,0.462,0.531,0.098,4.3,5.45,4.9,8.45,1.7,0.8,13.4,15.5,-0.05,0.1,0.05,-0.0195,-5.3,-1.4,-6.7,-0.1,0,5.65,14.2,0.39849999999999997,1.75,7.6,0.25,3.9000000000000004,6.699999999999999,0.5645,0.45,1.3,0.25,1.95,2.4,4.3,3,1.7,0.45,2.6,5.8,13.4,94,113.5,0.11,0.335,0.435,0.36,0.01,
Adam Morrison,38.27272727272727,621.1818181818181,0.35527272727272724,17.863636363636363,0.6257272727272727,0.10472727272727274,0.079636364,0.116,0.3251818181818182,0.37427272727272726,0.3823636363636364,0.5546363636363636,0.36350000000000005,0.6040909090909091,0.2569090909090909,0.30318181818181816,0.5724545454545455,0.9154545454545455,0.024363636363636365,1.1818181818181819,0.28145454545454546,0.5591818181818181,0.090909091,0.090909091,5.318181818181818,0.4301818181818182,0.37427272727272726,0.12572727272727272,3.754545454545455,11.6,7.7272727272727275,9.745454545454546,0.49090909090909085,0.34545454545454546,13.57272727272727,17.60909090909091,-0.545454545,0.3909090909090909,-0.109090909,-0.012818182,-4.309090909,-1.627272727,-5.936363636,-0.454545455,4.818181818181818,5.963636363636363,16.7,0.35527272727272724,1.9454545454545453,6.2272727272727275,0.30318181818181816,4.045454545454546,10.472727272727273,0.3823636363636364,1.3818181818181818,2.0818181818181816,0.6670909090909091,1.6636363636363638,5.2,6.909090909090909,3.3363636363636364,0.49090909090909085,0.20909090909090908,2.7181818181818183,5.163636363636364,15.236363636363636,88.90909091,110,0,0.045,0.682727273,0.41,0.011428571,
Ade Murkey,1,1,,,,,,,,,,,,,,,,,,0,,,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.017,-7.4,-2.3,-9.7,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,124,0,0,1,0,0,
Admiral Schofield,35.5,418.5,0.39949999999999997,18.1,0.36250000000000004,0.1495,0.159,0.0385,0.015,0.6375,0.538,0.6014999999999999,0.4405,0.6335,0.75,0.32,0.701,0.981,0.028,1.5,0.33099999999999996,0.4225,1.5,0,6.8,0.52,0.6375,0.1395,2.9,14.350000000000001,8.5,6.6,0.7,0.95,10,13.2,0,0.2,0.2,0.022,-4.25,-1.2,-5.45,-0.35,1.5,5,12.5,0.39949999999999997,2.55,7.9,0.32,2.45,4.55,0.538,1.25,1.7,0.7335,1.35,6.25,7.6,2.25,0.7,0.5,1.55,6.2,13.85,103,116.5,0,0.04,0.42,0.525,0.07,
