,Player,G,MP,%FG_t,Av_Dist(Ft),%FGA_2P,%FGA_0-3,%FGA_3-10,%FGA_10-16,%FGA_16-3P,%FGA_3P,%FG_2P,%FG_0-3,%FG_3-10,%FG_10-16,%FG_16-3P,%FG_3P,%FG_assisted_2P,%FG_assisted_3P,%DunkAttempts,#_Dunks,%FGA_Corner3,%FG_Corner3,Heave_attempts,Heave_#,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PG%,SG%,SF%,PF%,C%,Unnamed: 74,G%,F%
1601,Randy Foye,60.89473684210526,1446.7894736842106,0.3770526315789473,17.347368421052632,0.5123684210526316,0.1786315789473684,0.091947368,0.045315789,0.1964210526315789,0.4876315789473684,0.414578947368421,0.5710000000000001,0.3153157894736842,0.3212631578947368,0.3343684210526316,0.3363684210526316,0.2873157894736842,0.7512631578947369,0.005052632,3.0,0.2306842105263158,0.355,2.210526315789474,0.0,9.963157894736842,0.4953684210526316,0.4876315789473684,0.1846315789473684,1.4894736842105265,8.684210526,5.078947368421052,15.852631578947369,1.305263157894737,1.105263157894737,13.773684210526316,17.821052631578947,0.631578947,0.7105263157894737,1.3421052631578947,0.0384210526315789,-1.447368421,-0.668421053,-2.126315789,0.068421053,24.894736842105264,6.242105263157894,16.394736842105264,0.3770526315789473,2.647368421052632,7.805263157894737,0.3363684210526316,3.6,8.584210526,0.414578947368421,2.5894736842105264,3.068421052631579,0.8372105263157895,0.6526315789473685,3.926315789473684,4.578947368421052,5.294736842105263,1.305263157894737,0.7000000000000001,2.805263157894737,4.147368421052631,17.71578947368421,100.47368421052632,111.10526315789474,0.228947368,0.66,0.131875,0.0,0.0,,0.8889473680000001,0.131875
1603,Randy Livingston,6.4,67.0,0.2246,10.58,0.9092,0.3328,0.187,0.1084,0.281,0.0908,0.2344,0.1666,0.2063333333333333,0.1666666666666666,0.475,0.3125,0.598,1.0,0.0,0.0,0.25,0.75,0.2,0.0,6.08,0.2938,0.0908,0.2854,3.22,6.540000000000001,4.86,17.04,1.48,0.1399999999999999,20.28,12.4,0.0199999999999999,0.02,0.06,0.0119999999999999,-5.04,-0.7,-5.72,-0.02,0.8,3.3,10.4,0.2246,0.24,1.0399999999999998,0.3125,3.06,9.36,0.2344,3.4,3.94,0.8496666666666667,1.44,2.94,4.4,6.0,1.48,0.1,2.42,6.5,10.2,84.0,110.2,0.704,0.436666667,0.17,0.0,0.0,,1.140666667,0.17
1604,Rashad McCants,44.91666666666666,878.5,0.4036666666666667,14.758333333333333,0.6178333333333333,0.2855833333333333,0.074666667,0.082833333,0.17475,0.3821666666666667,0.44275,0.5481666666666667,0.3431666666666667,0.401,0.3371666666666666,0.3394166666666667,0.4226666666666667,0.7565,0.038583333,12.5,0.18075,0.2796666666666667,1.3333333333333333,0.0,12.891666666666666,0.5103333333333334,0.3821666666666667,0.2755,2.3583333333333334,9.408333333333331,5.816666666666666,11.0,2.141666666666667,0.9916666666666668,11.258333333333333,24.53333333333333,0.058333333,0.475,0.5499999999999999,0.0295,-0.991666667,-0.875,-1.875,0.05,4.5,9.016666666666667,22.33333333333333,0.4036666666666667,2.891666666666667,8.533333333333333,0.3394166666666667,6.125,13.816666666666668,0.44275,4.575,6.116666666666667,0.7519166666666667,1.0666666666666669,4.116666666666666,5.166666666666667,3.283333333333333,2.141666666666667,0.7000000000000001,3.1666666666666665,5.258333333333334,25.53333333333333,100.0,112.0,0.274,0.729166667,0.048333333,0.0,0.0,,1.003166667,0.048333333
1605,Rashad Vaughn,18.61111111111111,175.27777777777777,0.3804285714285714,17.607142857142858,0.4394285714285714,0.1297857142857143,0.1326428571428571,0.1477857142857142,0.0292857142857142,0.5605714285714286,0.4114285714285714,0.4902142857142857,0.4442142857142857,0.4812857142857142,0.0874,0.4007142857142857,0.577,0.989,0.001928571,0.1666666666666666,0.2085714285714285,0.5408,0.0,0.0,6.355555555555556,0.4956428571428571,0.5605714285714286,0.071142857,1.4833333333333334,7.644444444444444,4.577777777777778,11.894444444444444,1.0444444444444445,0.7833333333333333,13.071428571428571,10.283333333333331,-0.05,0.088888889,0.044444444,0.033055556,-3.355555556,-1.205555556,-4.561111111,-0.083333333,0.4444444444444444,3.755555555555555,9.688888889,0.3804285714285714,2.1500000000000004,5.716666666666666,0.4007142857142857,1.5833333333333333,4.0,0.4114285714285714,0.5111111111111111,0.7666666666666666,0.6536000000000001,0.6555555555555554,3.316666666666667,3.9722222222222223,4.388888888888889,1.0444444444444445,0.4611111111111111,1.3666666666666665,5.266666666666667,10.15,124.88888888888889,113.88888888888889,0.094,0.769444444,0.257857143,0.015555556,0.0,,0.863444444,0.27341269900000004
1610,Raul Neto,55.285714285714285,894.2857142857143,0.455,13.214285714285714,0.6502857142857142,0.2795714285714286,0.2031428571428571,0.1105714285714285,0.058571429,0.3497142857142857,0.5034285714285714,0.6401428571428571,0.4142857142857143,0.3298571428571429,0.3794285714285714,0.3604285714285714,0.3007142857142857,0.8417142857142857,0.000285714,0.1428571428571428,0.2658571428571428,0.365,2.142857142857143,0.0,12.05714285714286,0.5492857142857143,0.3497142857142857,0.1928571428571428,1.5285714285714285,9.428571428571429,5.528571428571429,20.385714285714283,2.0285714285714285,0.5857142857142856,15.357142857142858,17.45714285714286,0.5571428571428572,0.8714285714285713,1.4285714285714286,0.084714286,-1.942857143,0.6428571428571429,-1.3,0.085714286,14.0,6.928571428571429,15.242857142857144,0.455,1.9428571428571428,5.328571428571428,0.3604285714285714,5.014285714285714,9.914285714285716,0.5034285714285714,2.3857142857142857,2.9714285714285715,0.8148571428571428,0.6714285714285715,4.228571428571429,4.885714285714286,6.828571428571428,2.0285714285714285,0.3428571428571428,3.0142857142857147,4.457142857142857,18.214285714285715,107.42857142857144,109.42857142857144,0.95,0.0875,0.0,0.0,0.0,,1.0374999999999999,0.0
1613,Ray Allen*,61.65,2224.1,0.44765,16.19,0.58195,0.1738,0.1058,0.14335,0.1588999999999999,0.41805,0.48955,0.6266,0.39655,0.4660499999999999,0.41585,0.3891,0.4089,0.8377000000000001,0.01505,13.45,0.27315,0.40125,2.25,0.05,19.375,0.5791499999999999,0.41805,0.2493,3.19,10.74,7.005,18.105,1.725,0.4,11.18,24.985,5.465,1.575,7.045,0.15235,3.96,-0.715,3.24,2.89,54.0,10.18,22.855,0.44765,3.655,9.385000000000002,0.3891,6.545,13.46,0.48955,5.235,5.75,0.90995,1.415,4.84,6.265,5.35,1.725,0.265,3.205,3.4450000000000003,29.26,113.2,107.85,0.017777778,0.8495,0.1425,0.0,0.0,,0.867277778,0.1425
1614,Ray McCallum,32.63636363636363,471.1818181818182,0.3833636363636363,13.61818181818182,0.7271818181818183,0.2372727272727272,0.103090909090909,0.1653636363636363,0.2214545454545454,0.2728181818181818,0.3931818181818182,0.6076363636363636,0.1880909090909091,0.3515454545454545,0.2876363636363636,0.3494545454545454,0.4331818181818181,0.9274545454545454,0.0117272727272727,2.272727272727273,0.3488181818181818,0.2986363636363636,0.090909091,0.0,9.409090909090908,0.4531818181818182,0.2728181818181818,0.1151818181818181,2.145454545454545,9.154545454545454,5.654545454545455,19.036363636363635,1.318181818181818,1.1363636363636365,13.4,17.10909090909091,-0.036363636,0.3545454545454545,0.3272727272727272,0.031272727,-2.445454545,-0.609090909,-3.054545455,-0.081818182,6.909090909090909,6.118181818181818,16.081818181818182,0.3833636363636363,1.554545454545455,4.418181818181818,0.3494545454545454,4.536363636363636,11.636363636363637,0.3931818181818182,1.3818181818181818,1.7909090909090908,0.7566363636363637,0.9636363636363636,4.136363636363637,5.1000000000000005,6.509090909090909,1.318181818181818,0.7090909090909091,2.6272727272727274,3.209090909090909,15.20909090909091,95.90909091,107.54545454545456,0.841818182,0.159090909,0.0,0.0,0.0,,1.000909091,0.0
1616,Rayjon Tucker,5.818181818181818,59.54545454545455,0.6007272727272728,18.71818181818182,0.3873636363636363,0.208090909090909,0.019,0.084090909,0.076454545,0.6126363636363636,0.53625,0.93475,0.556,0.081571429,0.125,0.6692727272727272,0.148125,0.4546363636363636,0.086545455,0.9090909090909092,0.1767272727272727,0.75,0.0,0.0,16.38181818181818,0.8120909090909091,0.6126363636363636,1.019272727272727,4.127272727272727,8.9,6.581818181818182,16.20909090909091,2.2818181818181817,0.0454545454545454,7.381818181818181,9.554545454545456,0.1818181818181818,0.0454545454545454,0.2272727272727272,0.2171818181818182,1.1272727272727272,0.7454545454545454,1.8636363636363635,0.036363636,0.0,4.263636363636364,7.118181818181818,0.6007272727272728,2.3363636363636364,3.7,0.6692727272727272,1.9272727272727272,3.4181818181818184,0.53625,4.363636363636363,5.954545454545454,0.7232727272727272,1.781818181818182,4.054545454545454,5.863636363636363,6.118181818181818,2.2818181818181817,0.027272727,0.9636363636363636,3.736363636363636,15.263636363636364,167.8181818181818,112.27272727272728,0.25,0.643,0.255,0.0,0.0,,0.893,0.255
1617,Raymond Felton,61.18181818181818,1932.4545454545453,0.4170909090909091,14.622727272727271,0.6916818181818182,0.2505909090909091,0.1347272727272727,0.063590909,0.2425454545454545,0.3083181818181818,0.4488181818181818,0.5574545454545454,0.39,0.3574090909090909,0.4010454545454545,0.3461818181818181,0.2008181818181818,0.7504090909090909,0.001954545,1.318181818181818,0.1318181818181818,0.4337727272727272,3.727272727272727,0.1818181818181818,14.413636363636364,0.5060909090909091,0.3083181818181818,0.2182727272727272,1.981818181818182,9.554545454545456,5.75,29.845454545454547,2.0863636363636364,0.5409090909090909,15.45,20.318181818181817,1.5636363636363635,1.5,3.0454545454545454,0.076363636,0.1772727272727272,-0.4,-0.218181818,0.8636363636363636,42.22727272727273,7.418181818181818,17.818181818181817,0.4170909090909091,1.8863636363636365,5.490909090909091,0.3461818181818181,5.5181818181818185,12.304545454545456,0.4488181818181818,3.0181818181818176,3.8545454545454554,0.7837272727272727,0.8954545454545454,4.240909090909091,5.127272727272727,9.636363636363637,2.0863636363636364,0.3272727272727272,3.6,3.1681818181818184,19.772727272727277,104.77272727272728,109.22727272727272,0.805454545,0.268125,0.02,0.0,0.0,,1.073579545,0.02
1618,Raül López,56.5,1067.5,0.4265,14.95,0.7515000000000001,0.236,0.0655,0.1065,0.3435,0.2485,0.4345,0.5660000000000001,0.3015,0.404,0.384,0.369,0.3865,0.52,0.001,0.5,0.0345,0.625,0.5,0.0,12.45,0.5205,0.2485,0.235,1.7000000000000002,9.05,5.300000000000001,37.05,2.2,0.3,23.65,19.45,0.25,0.75,1.0499999999999998,0.0535,-1.15,-0.9,-2.1,-0.1,13.0,6.8,15.95,0.4265,1.5,3.8,0.369,5.35,12.1,0.4345,3.15,3.75,0.8405,0.75,3.95,4.699999999999999,11.7,2.2,0.2,5.45,7.55,18.25,100.0,107.5,1.0,0.0,0.0,0.0,0.0,,1.0,0.0
1619,Reece Gaines,16.0,140.0,0.3484545454545454,15.045454545454543,0.7530909090909091,0.2303636363636363,0.056909091,0.085272727,0.3802727272727272,0.2469090909090909,0.3846363636363636,0.5949090909090909,0.8181818181818182,0.34375,0.1711818181818181,0.3098181818181818,0.5544545454545454,1.0,0.0155454545454545,0.5454545454545454,0.4363636363636363,0.5619,0.0,0.0,3.9181818181818175,0.3954545454545454,0.2469090909090909,0.1189090909090909,0.7909090909090909,7.063636363636364,3.963636363636364,7.209090909090909,1.3818181818181818,0.3909090909090909,11.754545454545456,14.409090909090908,-0.2,0.054545455,-0.127272727,-0.038545455,-5.736363636,-0.736363636,-6.445454545,-0.145454545,0.090909091,4.836363636363637,13.981818181818182,0.3484545454545454,0.9363636363636364,3.3909090909090907,0.3098181818181818,3.872727272727273,10.581818181818182,0.3846363636363636,0.9545454545454546,1.5272727272727271,0.67375,0.3818181818181818,3.272727272727273,3.654545454545455,2.481818181818182,1.3818181818181818,0.3,1.963636363636364,4.254545454545454,11.527272727272727,80.63636363636364,109.45454545454544,0.251818182,0.685454545,0.073333333,0.0,0.0,,0.9372727270000001,0.073333333
1623,Reggie Jackson,46.03703703703704,1224.2962962962963,0.4226296296296296,13.974074074074077,0.6534814814814814,0.2242592592592592,0.2044074074074074,0.111,0.1138888888888889,0.3465185185185185,0.4585185185185185,0.5893703703703704,0.4010740740740741,0.3866666666666666,0.3865925925925925,0.3415555555555555,0.1492222222222222,0.6028888888888888,0.0172222222222222,9.111111111,0.1504074074074074,0.3535185185185185,2.111111111111111,0.0,15.24074074074074,0.5207777777777778,0.3465185185185185,0.1944814814814815,2.503703703703704,11.337037037037035,6.962962962962963,29.544444444444448,1.2222222222222223,0.4407407407407407,13.72222222222222,24.0,1.3703703703703705,0.9851851851851852,2.359259259259259,0.086962963,0.9962962962962963,-0.862962963,0.1185185185185185,0.7222222222222222,27.62962962962963,9.188888888888888,21.807407407407407,0.4226296296296296,2.607407407407408,7.4111111111111105,0.3415555555555555,6.592592592592593,14.374074074074075,0.4585185185185185,3.596296296296296,4.274074074074074,0.8418148148148148,1.148148148148148,5.233333333333333,6.374074074074074,9.037037037037036,1.2222222222222223,0.2518518518518518,3.751851851851852,3.825925925925926,24.562962962962963,106.5925925925926,110.37037037037037,0.843703704,0.198571429,0.02,0.0,0.0,,1.042275133,0.02
1624,Reggie Miller*,72.0,2158.6666666666665,0.4386666666666667,19.33333333333333,0.5083333333333333,0.098333333,0.041333333,0.092333333,0.2763333333333333,0.4916666666666667,0.51,0.7366666666666667,0.4833333333333334,0.466,0.437,0.3593333333333333,0.7586666666666666,0.9303333333333332,0.003,2.0,0.2739999999999999,0.3943333333333333,1.0,0.0,16.2,0.593,0.4916666666666667,0.3373333333333333,1.0,8.166666666666666,4.633333333333334,15.266666666666666,1.4666666666666668,0.2333333333333333,8.633333333333333,17.8,5.566666666666666,2.0666666666666664,7.633333333333333,0.1693333333333333,2.3000000000000003,0.2333333333333333,2.533333333333333,2.466666666666667,72.0,7.166666666666667,16.366666666666667,0.4386666666666667,2.8666666666666667,7.933333333333334,0.3593333333333333,4.333333333333333,8.4,0.51,5.066666666666666,5.566666666666666,0.906,0.4666666666666666,3.8,4.333333333333333,4.7,1.4666666666666668,0.1666666666666666,1.7666666666666666,2.466666666666667,22.266666666666666,121.0,105.0,0.11,0.83,0.133333333,0.0,0.0,,0.94,0.133333333
1630,Richard Hamilton,64.45454545454545,2133.090909090909,0.4497272727272727,13.445454545454544,0.8693636363636364,0.1866363636363636,0.1041818181818181,0.2564545454545455,0.322,0.1306363636363636,0.4638181818181818,0.6188181818181818,0.4366363636363636,0.4380909090909091,0.4092727272727272,0.3457272727272727,0.6664545454545455,0.9534545454545454,0.007727273,8.090909090909092,0.5010909090909091,0.3690909090909091,0.4545454545454545,0.090909091,16.12727272727273,0.5247272727272727,0.1306363636363636,0.2715454545454545,2.909090909090909,8.281818181818181,5.554545454545455,20.972727272727276,1.2818181818181815,0.2909090909090909,11.945454545454544,26.39090909090909,3.0545454545454547,2.0,5.054545454545455,0.102,0.6363636363636364,-0.881818182,-0.281818182,1.2,61.09090909090909,10.872727272727271,24.19090909090909,0.4497272727272727,1.1272727272727272,3.1727272727272724,0.3457272727272727,9.763636363636364,21.018181818181816,0.4638181818181818,5.572727272727272,6.590909090909091,0.8438181818181818,1.3454545454545457,3.809090909090909,5.154545454545454,6.2,1.2818181818181815,0.2,3.663636363636364,4.290909090909091,28.454545454545453,105.45454545454544,107.45454545454544,0.034,0.905454545,0.1,0.0,0.0,,0.939454545,0.1
1634,Rick Brunson,24.95,304.45,0.43465,13.87,0.8182,0.23475,0.08075,0.16775,0.3351,0.1818,0.4347,0.4434,0.859375,0.388235294,0.442,0.3711764705882353,0.5113,0.9115714285714286,0.0,0.0,0.6722941176470588,0.3943529411764706,0.1,0.0,10.925,0.5006,0.1818,0.1830999999999999,1.06,7.415000000000001,4.25,28.225,1.775,0.3399999999999999,21.055,16.445,-0.04,0.2799999999999999,0.26,0.03485,-1.745,-0.04,-1.785,0.0349999999999999,1.95,6.26,14.105,0.43465,0.8949999999999999,2.285,0.3711764705882353,5.365,11.805,0.4347,1.7399999999999998,2.28,0.7376428571428572,0.5,3.405,3.945,8.75,1.775,0.245,3.895000000000001,3.885,15.16,96.45,108.05,0.8815,0.169285714,0.0,0.0,0.0,,1.0507857139999999,0.0
