,Player,G,MP,%FG_t,Av_Dist(Ft),%FGA_2P,%FGA_0-3,%FGA_3-10,%FGA_10-16,%FGA_16-3P,%FGA_3P,%FG_2P,%FG_0-3,%FG_3-10,%FG_10-16,%FG_16-3P,%FG_3P,%FG_assisted_2P,%FG_assisted_3P,%DunkAttempts,#_Dunks,%FGA_Corner3,%FG_Corner3,Heave_attempts,Heave_#,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PG%,SG%,SF%,PF%,C%,Unnamed: 74,G%,F%
858,James Singleton,40.61538461538461,625.9230769230769,0.4134615384615384,12.238461538461538,0.8222307692307692,0.3396923076923077,0.1008461538461538,0.091230769,0.2906923076923077,0.1777692307692307,0.4533076923076923,0.589,0.2030769230769231,0.4577692307692308,0.3396923076923077,0.2236923076923077,0.6163846153846154,0.9054615384615384,0.087230769,12.0,0.2316153846153846,0.31625,0.5384615384615384,0.0,12.438461538461535,0.4844615384615384,0.1777692307692307,0.2413076923076923,11.592307692307692,20.57692307692308,16.084615384615383,5.5,1.7615384615384615,2.9538461538461536,14.36923076923077,15.3,0.2461538461538461,0.8153846153846154,1.0461538461538462,0.082153846,-2.569230769,0.3307692307692307,-2.230769231,-0.061538462,2.6153846153846154,5.607692307692308,13.6,0.4134615384615384,0.5692307692307692,2.5230769230769234,0.2236923076923077,5.046153846153846,11.092307692307692,0.4533076923076923,2.7,3.1538461538461537,0.8779230769230769,5.253846153846154,9.33846153846154,14.584615384615384,1.8923076923076925,1.7615384615384615,2.0538461538461537,2.515384615384616,6.330769230769231,14.484615384615385,102.3076923076923,104.3846153846154,0.0,0.03,0.205555556,0.816153846,0.048181818,,0.03,1.021709402
859,James Southerland,2.6666666666666665,20.0,0.25,15.733333333333333,0.6166666666666667,0.0,0.2,0.05,0.367,0.3833333333333333,0.1693333333333333,,0.5,0.0,0.0,0.3666666666666666,1.0,1.0,0.05,0.6666666666666666,0.389,0.0,0.0,0.0,-3.7,0.328,0.3833333333333333,0.1,0.0,22.133333333333333,10.9,0.0,1.2,3.933333333333333,4.366666666666667,31.73333333333333,-0.066666667,0.0,0.0,-0.348,-10.93333333,-4.9,-15.83333333,0.0,0.0,6.1,33.666666666666664,0.25,3.6666666666666665,12.433333333333334,0.3666666666666666,2.466666666666667,21.23333333333333,0.1693333333333333,1.2,2.466666666666667,0.5,0.0,9.766666666666667,9.766666666666667,0.0,1.2,2.466666666666667,1.2,3.6666666666666665,17.1,61.333333333333336,105.33333333333331,0.0,0.22,0.853333333,0.0,0.0,,0.22,0.853333333
860,James Thomas,11.0,89.0,0.5458333333333333,1.0666666666666669,1.0,0.8889999999999999,0.093333333,0.0,0.0176666666666666,0.0,0.5458333333333333,0.5738333333333334,0.5,,0.0,,0.5326666666666667,,0.071833333,1.0,,,0.0,0.0,11.766666666666667,0.5475,0.0,0.4078333333333332,18.716666666666665,16.516666666666666,17.85,2.2,0.6166666666666667,1.3666666666666667,16.25,11.766666666666667,0.033333333,0.066666667,0.1333333333333333,0.098333333,-1.8,-2.05,-3.833333333,-0.066666667,0.6666666666666666,5.6,10.433333333333334,0.5458333333333333,0.0,0.0,,5.6,10.433333333333334,0.5458333333333333,1.3333333333333333,2.7,0.4519999999999999,8.55,7.566666666666666,16.15,0.7333333333333333,0.6166666666666667,1.0,1.9666666666666663,8.933333333333334,12.533333333333331,112.0,108.66666666666669,0.0,0.0,0.066666667,0.843333333,0.123333333,,0.0,0.91
861,James Webb III,10.0,120.0,0.25,19.7,0.208,0.125,0.042,0.0,0.042,0.792,0.4,0.667,0.0,,0.0,0.211,1.0,1.0,0.083,2.0,0.579,0.273,0.0,0.0,2.2,0.333,0.792,0.0,7.0,14.3,10.6,4.5,0.4,0.0,14.3,10.1,-0.1,0.0,-0.1,-0.041,-5.5,-2.8,-8.3,-0.2,0.0,2.4,9.7,0.25,1.6,7.7,0.211,0.8,2.0,0.4,0.0,0.0,,3.2,6.5,9.7,1.6,0.4,0.0,1.6,4.0,6.5,81.0,114.0,0.0,0.0,0.05,0.95,0.0,,0.0,1.0
862,James White,22.33333333333333,194.33333333333331,0.49,14.066666666666668,0.6920000000000001,0.2809999999999999,0.096333333,0.094666667,0.22,0.308,0.5393333333333333,0.7476666666666666,0.4165,0.143,0.5733333333333334,0.3756666666666666,0.5626666666666666,0.9523333333333334,0.052666667,3.333333333333333,0.5113333333333333,0.2893333333333333,0.3333333333333333,0.0,11.933333333333332,0.576,0.308,0.1766666666666666,1.3666666666666665,8.799999999999999,5.1000000000000005,11.766666666666666,2.533333333333333,2.6333333333333333,19.666666666666668,22.4,0.066666667,0.1666666666666666,0.2666666666666666,0.031,-3.0,1.4333333333333336,-1.566666667,-0.066666667,6.0,9.2,18.166666666666668,0.49,2.433333333333333,5.8,0.3756666666666666,6.766666666666666,12.333333333333334,0.5393333333333333,2.033333333333333,2.733333333333333,0.6895,0.6,3.9666666666666655,4.566666666666666,3.466666666666667,2.533333333333333,1.9,6.2,5.933333333333333,22.933333333333334,94.66666666666669,102.33333333333331,0.02,0.41,0.423333333,0.306666667,0.0,,0.43,0.73
866,Jamil Wilson,15.0,274.0,0.469,21.4,0.222,0.074,0.049,0.025,0.074,0.778,0.611,0.833,0.25,0.0,0.833,0.429,0.818,1.0,0.025,2.0,0.095,0.333,0.0,0.0,11.4,0.634,0.778,0.049,1.2,11.5,6.4,5.2,0.9,2.4,8.8,14.3,0.4,0.2,0.5,0.096,0.0,0.2,0.2,0.2,10.0,6.7,14.4,0.469,4.8,11.2,0.429,2.0,3.2,0.611,0.4,0.7,0.5,0.5,5.1,5.7,1.8,0.9,1.4,1.4,6.0,18.6,118.0,112.0,0.0,0.0,0.05,0.95,0.0,,0.0,1.0
868,Jamorko Pickett,13.0,176.0,0.36,21.1,0.22,0.04,0.16,0.0,0.02,0.78,0.455,0.5,0.5,,0.0,0.333,0.8,0.923,0.02,1.0,0.359,0.357,0.0,0.0,7.6,0.491,0.78,0.04,3.5,16.8,9.8,5.8,0.0,3.6,8.9,13.6,0.0,0.1,0.1,0.015,-2.8,-2.1,-5.0,-0.1,0.0,5.0,13.9,0.36,3.6,10.8,0.333,1.4,3.0,0.455,0.3,0.6,0.5,1.7,7.2,8.9,1.9,0.0,1.9,1.4,3.3,13.9,99.0,116.0,0.0,0.0,0.07,0.51,0.42,,0.0,0.5800000000000001
869,Jan Veselý,39.27272727272727,575.9090909090909,0.5148181818181818,4.172727272727273,0.9987272727272728,0.6233636363636363,0.2683636363636363,0.0415454545454545,0.065727273,0.001272727,0.5153636363636364,0.6502727272727273,0.3313636363636363,0.0227272727272727,0.2846363636363636,0.0,0.7383636363636363,,0.2272727272727272,28.90909090909091,0.0,,0.0,0.0,12.29090909090909,0.5008181818181818,0.001272727,0.3217272727272727,11.054545454545456,16.09090909090909,13.554545454545456,4.681818181818182,3.1545454545454543,3.327272727272728,15.863636363636363,13.20909090909091,0.1636363636363636,0.9272727272727272,1.0909090909090908,0.093,-3.427272727,2.0636363636363635,-1.4,0.054545455,2.727272727272727,5.781818181818181,11.209090909090907,0.5148181818181818,0.0,0.009090909,0.0,5.781818181818181,11.19090909090909,0.5153636363636364,1.3,3.609090909090909,0.357,5.036363636363636,7.209090909090909,12.227272727272728,1.6,3.1545454545454543,2.1818181818181817,2.3545454545454545,8.072727272727272,12.818181818181818,100.72727272727272,101.0,0.0,0.0,0.0,0.58,0.422727273,,0.0,0.58
873,Jared Dudley,56.54545454545455,1176.909090909091,0.4506363636363636,15.61818181818182,0.6114090909090909,0.2403181818181818,0.070636364,0.065045455,0.2354545454545454,0.388590909090909,0.4795909090909091,0.5997619047619048,0.3288181818181818,0.5003333333333333,0.4245,0.3804545454545454,0.6972380952380952,0.9759090909090908,0.004636364,1.8636363636363635,0.4046363636363637,0.4436666666666666,0.4545454545454545,0.0,11.96818181818182,0.5526363636363636,0.388590909090909,0.2634090909090909,5.909090909090909,12.340909090909092,9.140909091,9.027272727272727,2.0,0.6318181818181818,12.022727272727272,13.53181818181818,1.6272727272727272,0.9363636363636364,2.559090909090909,0.1009090909090909,-0.681818182,0.4772727272727273,-0.195454545,0.6636363636363636,14.590909090909092,5.577272727272727,12.109090909090908,0.4506363636363636,1.731818181818182,4.440909090909091,0.3804545454545454,3.85,7.668181818181818,0.4795909090909091,2.35,3.372727272727273,0.7127142857142857,2.5545454545454547,5.477272727272728,8.018181818181818,3.136363636363636,2.0,0.4227272727272728,1.8136363636363635,4.490909090909091,15.21818181818182,113.27272727272728,109.1818181818182,0.01,0.207272727,0.483333333,0.423809524,0.050769231,,0.217272727,0.907142857
875,Jared Jeffries,44.03703703703704,946.4444444444443,0.4006296296296296,7.9222222222222225,0.8672592592592593,0.5620740740740741,0.1127777777777777,0.0407777777777777,0.1517777777777777,0.1327407407407407,0.4257777777777778,0.5422222222222223,0.122037037037037,0.1945925925925925,0.278,0.2291851851851852,0.5041481481481481,0.8096153846153846,0.056814815,11.11111111111111,0.3661111111111111,0.2622608695652174,0.4074074074074074,0.0,9.107407407407408,0.4434074074074074,0.1327407407407407,0.3653703703703704,10.42222222222222,11.248148148148148,10.814814814814817,8.392592592592592,1.948148148148148,2.151851851851852,16.88888888888889,11.666666666666666,0.2851851851851852,0.7074074074074075,0.9888888888888888,0.0472962962962962,-2.914814815,0.2851851851851852,-2.607407407,-0.051851852,20.925925925925927,3.885185185185185,9.681481481,0.4006296296296296,0.3185185185185185,1.2925925925925923,0.2291851851851852,3.581481481481481,8.403703703703703,0.4257777777777778,1.903703703703704,3.5,0.5303333333333333,4.75925925925926,4.944444444444445,9.7,2.988888888888889,1.948148148148148,1.4814814814814814,2.203703703703704,6.277777777777778,9.962962962962964,100.4074074074074,108.44444444444444,0.0,0.016666667,0.39125,0.637777778,0.255769231,,0.016666667,1.0290277780000001
879,Jarell Eddie,4.454545454545454,23.90909090909091,0.056727273,24.454545454545453,0.039545455,0.0137272727272727,0.007,0.007636364,0.0111818181818181,0.9604545454545454,0.4725,0.5,0.2,0.0,0.5,0.0517272727272727,0.65,0.9665,0.0,0.0,0.042090909,0.275,0.090909091,0.0,-1.227272727,0.089363636,0.9604545454545454,0.054272727,0.2909090909090909,10.645454545454545,5.5,0.4545454545454545,4.0181818181818185,0.054545455,0.5090909090909091,12.0,0.009090909,0.009090909,0.0181818181818181,-0.138454545,-8.118181818,-0.909090909,-9.0,0.0,0.0,1.018181818181818,13.009090909090908,0.056727273,0.7363636363636363,12.254545454545456,0.0517272727272727,0.2909090909090909,0.7545454545454546,0.4725,0.8090909090909091,0.8727272727272729,0.9445,0.1363636363636363,4.818181818181818,4.945454545454546,0.1545454545454545,3.990909090909092,0.027272727,0.1,0.2272727272727272,3.5818181818181816,19.09090909090909,104.63636363636364,0.0,0.305,0.908181818,0.4,0.0,,0.305,1.308181818
880,Jarell Martin,46.0,731.75,0.42725,11.675,0.76775,0.39225,0.105,0.06975,0.2012499999999999,0.23225,0.4555,0.5865,0.28175,0.3805,0.34275,0.2644999999999999,0.6347499999999999,1.0,0.08175,15.25,0.373,0.3803333333333333,1.0,0.0,10.65,0.51375,0.23225,0.30125,7.425,19.075,13.125,5.85,1.075,2.0,12.1,17.15,0.125,0.65,0.8,0.06625,-3.575,-0.825,-4.35,-0.425,10.0,6.45,15.1,0.42725,1.2,3.525,0.2644999999999999,5.25,11.55,0.4555,3.45,4.55,0.7777499999999999,3.45,8.4,11.825,1.9,1.075,1.1,2.35,7.6,17.625,103.0,108.75,0.0,0.0,0.01,0.61,0.3875,,0.0,0.62
881,Jaren Jackson Jr.,51.0,1380.25,0.4535,13.15,0.60075,0.243,0.29525,0.0515,0.011,0.39925,0.53075,0.69,0.42825,0.4095,0.22375,0.33875,0.6275,0.96225,0.08425,42.5,0.2195,0.27675,0.75,0.0,16.925,0.5675,0.39925,0.3125,5.375,15.95,10.625,6.75,1.675,5.95,10.675,24.525,1.175,2.05,3.225,0.1129999999999999,-0.625,0.65,0.025,0.7,48.75,9.875,21.875,0.4535,3.0,8.85,0.33875,6.9,13.025,0.53075,5.475,6.875,0.79225,2.475,7.075,9.525,2.1,1.675,3.15,2.925,6.95,28.15,109.0,107.25,0.0,0.0,0.03,0.505,0.4925,,0.0,0.535
883,Jaron Blossomgame,27.0,439.0,0.443,11.9,0.632,0.396,0.142,0.066,0.028,0.368,0.552,0.69,0.267,0.429,0.333,0.256,0.595,1.0,0.132,13.0,0.436,0.235,0.0,0.0,10.2,0.51,0.368,0.123,6.3,19.1,12.4,4.2,0.8,1.6,9.0,12.2,0.2,0.1,0.3,0.03,-1.9,-1.8,-3.8,-0.2,4.0,5.3,12.0,0.443,1.1,4.4,0.256,4.2,7.6,0.552,1.1,1.5,0.769,2.9,8.1,11.1,1.5,0.8,0.9,1.2,2.3,12.9,108.0,118.0,0.0,0.0,0.35,0.64,0.01,,0.0,0.99
884,Jarred Vanderbilt,18.416666666666668,280.3333333333333,0.4736666666666667,8.041666666666666,0.7093333333333334,0.65125,0.0503333333333333,0.00325,0.004666667,0.2906666666666667,0.6671111111111111,0.7028888888888889,0.2573333333333333,0.125,0.0,0.038111111,0.6421111111111111,1.0,0.1919999999999999,14.333333333333334,0.915888889,0.0616666666666666,0.0,0.0,10.133333333333333,0.62525,0.2906666666666667,0.6725833333333333,6.683333333333334,18.65,12.541666666666666,4.95,2.4916666666666667,1.6749999999999998,28.20833333333333,14.85,0.3333333333333333,0.425,0.7666666666666666,0.035833333,-4.841666667,-0.066666667,-4.916666667,0.1083333333333333,8.083333333333334,4.3,9.25,0.4736666666666667,0.008333333,2.708333333333333,0.038111111,4.291666666666667,6.575,0.6671111111111111,5.916666666666667,6.391666666666667,0.8683333333333334,2.975,8.1,11.083333333333334,1.7666666666666666,2.4916666666666667,0.8916666666666666,4.783333333333334,4.683333333333334,14.575,98.75,109.33333333333331,0.0,0.0,0.1775,0.826666667,0.17125,,0.0,1.004166667
885,Jarrell Brantley,18.5,117.0,0.419,14.55,0.499,0.249,0.213,0.0274999999999999,0.0095,0.501,0.5045000000000001,0.784,0.2655,0.0,0.0,0.33,0.3685,0.9585,0.037,1.5,0.499,0.4,0.0,0.0,12.3,0.5105,0.501,0.0545,4.8,16.6,10.95,15.95,2.0,2.75,16.3,17.65,0.05,0.15,0.25,0.083,-2.35,1.15,-1.2,0.0,0.0,6.95,16.299999999999997,0.419,2.85,8.25,0.33,4.05,8.05,0.5045000000000001,0.6,0.85,0.75,2.1,7.75,9.8,5.449999999999999,2.0,1.6,3.15,4.75,17.4,102.5,106.5,0.0,0.01,0.395,0.56,0.04,,0.01,0.9550000000000001
887,Jarrett Culver,44.66666666666666,781.0,0.3976666666666666,11.9,0.6496666666666667,0.348,0.2096666666666666,0.041,0.051,0.3503333333333333,0.467,0.5763333333333334,0.3176666666666667,0.4253333333333333,0.22,0.2663333333333333,0.465,0.8636666666666667,0.068333333,16.666666666666668,0.2166666666666666,0.2313333333333333,0.3333333333333333,0.0,9.033333333333331,0.4586666666666666,0.3503333333333333,0.248,5.233333333333333,12.4,8.700000000000001,10.2,2.066666666666667,1.6666666666666667,12.066666666666668,19.33333333333333,-0.666666667,0.6333333333333334,-0.033333333,0.000666667,-4.5,-0.5,-5.0,-0.533333333,14.0,6.933333333333334,17.5,0.3976666666666666,1.6333333333333335,6.166666666666667,0.2663333333333333,5.3,11.366666666666667,0.467,2.2333333333333334,4.3,0.5123333333333333,2.4,5.333333333333333,7.7,3.466666666666667,2.066666666666667,0.9333333333333332,2.6666666666666665,5.1000000000000005,17.766666666666666,94.33333333333331,112.33333333333331,0.053333333,0.453333333,0.436666667,0.18,0.0,,0.506666666,0.6166666670000001
889,Jarrod Uthoff,5.1,43.3,0.3652,17.45,0.5185000000000001,0.1272,0.1246,0.1218999999999999,0.1452,0.4814999999999999,0.4279,0.5056,0.05,0.9429,0.314,0.3132,0.9615,0.9524285714285714,0.0132,0.3,0.2422,0.5142857142857143,0.0,0.0,7.6,0.4804,0.4814999999999999,0.1375,5.09,7.58,6.18,1.28,1.35,0.31,0.6799999999999999,16.78,0.01,0.01,0.05,-0.0112,-3.82,-2.35,-6.16,0.0,0.0,5.73,17.44,0.3652,2.0,8.57,0.3132,3.71,8.84,0.4279,2.78,2.87,0.9591428571428572,2.25,3.12,5.38,0.41,1.35,0.18,0.1399999999999999,2.25,16.240000000000002,102.8,116.5,0.0,0.0,0.225714286,0.658571429,0.63,,0.0,0.884285715
892,Jarvis Hayes,61.0,1414.0,0.4167142857142857,16.32857142857143,0.662,0.1598571428571428,0.084714286,0.1279999999999999,0.2895714285714286,0.338,0.454,0.674,0.3252857142857143,0.3919999999999999,0.4011428571428571,0.3521428571428571,0.6974285714285714,0.9588571428571429,0.0182857142857142,8.428571428571429,0.3597142857142857,0.3527142857142857,0.1428571428571428,0.0,10.985714285714286,0.5014285714285714,0.338,0.1351428571428571,2.814285714285714,12.971428571428572,7.771428571428571,7.814285714285715,1.6428571428571428,0.4142857142857143,9.271428571428572,18.057142857142857,0.5142857142857143,0.9571428571428572,1.457142857142857,0.053428571,-1.657142857,-0.671428571,-2.328571429,-0.185714286,16.428571428571427,7.5,17.95714285714286,0.4167142857142857,2.157142857142857,6.042857142857143,0.3521428571428571,5.357142857142857,11.914285714285716,0.454,1.9428571428571428,2.4285714285714284,0.7889999999999999,1.3142857142857145,5.728571428571429,7.057142857142857,2.442857142857143,1.6428571428571428,0.3,1.9428571428571428,4.5,19.1,101.71428571428572,109.28571428571428,0.0,0.25,0.722857143,0.136,0.0,,0.25,0.858857143
893,Jarvis Varnado,12.333333333333334,132.33333333333334,0.4924,5.260000000000001,1.0,0.5176000000000001,0.2638,0.1654,0.0532,0.0,0.4924,0.519,0.432,0.231,0.75,,0.7558,,0.1518,3.6666666666666665,,,0.0,0.0,4.583333333333333,0.501,0.0,0.6609999999999999,4.366666666666666,11.766666666666666,8.083333333333334,5.616666666666666,1.1,3.433333333333333,27.92,10.466666666666669,0.1333333333333333,0.1166666666666666,0.2333333333333333,0.0281666666666666,-7.6,0.5666666666666668,-7.083333333,-0.033333333,0.0,3.35,6.533333333333333,0.4924,0.0,0.0,,3.35,6.533333333333333,0.4924,2.566666666666667,5.016666666666667,0.5095,1.9,5.233333333333333,7.133333333333334,2.0,1.1,2.1166666666666667,2.966666666666667,11.366666666666667,9.266666666666666,89.6,106.16666666666669,0.0,0.0,0.388,0.538,0.274,,0.0,0.926
894,Jason Caffey,51.0,894.0,0.456,5.5,1.0,0.484,0.258,0.169,0.089,0.0,0.456,0.592,0.375,0.31,0.227,,0.611,,0.125,30.0,,,0.0,0.0,10.5,0.501,0.0,0.427,8.9,14.2,11.5,6.7,1.1,1.2,16.0,18.3,0.3,0.3,0.6,0.031,-3.1,-1.8,-4.9,-0.7,16.0,6.7,14.7,0.456,0.0,0.0,,6.7,14.7,0.456,4.1,6.3,0.651,4.0,6.4,10.5,2.3,1.1,0.9,3.3,7.2,17.5,98.0,110.0,0.0,0.0,0.04,0.71,0.26,,0.0,0.75
898,Jason Kapono,56.55555555555556,1007.5555555555557,0.4127777777777777,18.266666666666666,0.6374444444444445,0.085222222,0.0441111111111111,0.1304444444444444,0.3778888888888889,0.3625555555555555,0.4315555555555555,0.5782222222222222,0.26175,0.4075555555555555,0.4272222222222221,0.3887777777777777,0.748,0.9678888888888888,0.0,0.0,0.4293333333333333,0.4025555555555555,0.0,0.0,8.777777777777779,0.5026666666666667,0.3625555555555555,0.1088888888888888,2.333333333333333,8.333333333333334,5.344444444444445,6.888888888888889,1.011111111111111,0.2666666666666666,9.5,16.244444444444444,0.6444444444444444,0.4888888888888889,1.1444444444444446,0.039222222,-2.177777778,-1.188888889,-3.355555556,-0.155555556,9.666666666666666,6.711111111111112,16.11111111111111,0.4127777777777777,2.3,5.722222222222222,0.3887777777777777,4.444444444444445,10.366666666666667,0.4315555555555555,1.4666666666666666,1.7777777777777777,0.7963333333333333,1.0666666666666669,3.822222222222222,4.855555555555556,2.288888888888889,1.011111111111111,0.1888888888888889,1.7555555555555555,4.422222222222222,17.166666666666668,100.22222222222224,110.77777777777776,0.04,0.337142857,0.631111111,0.174,0.02,,0.377142857,0.805111111
900,Jason Maxiell,61.8,1137.9,0.4836,7.720000000000001,0.9988,0.4145,0.1829,0.209,0.1925,0.0012,0.4841999999999999,0.6115999999999999,0.4384,0.3699,0.3237,0.0,0.6832,,0.1675,42.0,0.0,,0.2,0.0,11.98,0.5014000000000001,0.0012,0.4556,10.14,15.37,12.71,3.5,1.15,3.29,12.69,16.240000000000002,0.79,1.22,2.03,0.0661,-2.84,-0.48,-3.3,-0.16,18.8,6.55,13.59,0.4836,0.0,0.01,0.0,6.55,13.56,0.4841999999999999,3.26,6.4,0.5342,4.74,6.87,11.59,1.16,1.15,2.24,2.4,5.57,16.36,101.9,106.3,0.0,0.0,0.015,0.68,0.315,,0.0,0.6950000000000001
904,Jason Thompson,51.4375,1073.375,0.4884374999999999,7.71875,0.9288125,0.38875,0.299625,0.1098125,0.13075,0.0711875,0.5023125,0.6513125,0.4235625,0.289,0.429125,0.1748333333333333,0.65,1.0,0.0870625,26.1875,0.074833333,0.1428571428571428,0.5,0.0,13.80625,0.5443125,0.0711875,0.4515,8.5375,22.125,15.46875,8.1375,1.13125,2.7875,11.61875,15.24375,1.13125,0.84375,1.9875,0.126125,-1.98125,0.325,-1.65,-0.1125,27.9375,6.3125,12.84375,0.4884374999999999,0.2625,0.8500000000000001,0.1748333333333333,6.03125,11.99375,0.5023125,3.825,5.65,0.684375,3.79375,10.10625,13.89375,2.8125,1.13125,1.80625,2.04375,7.5375,16.65625,113.4375,105.375,0.0,0.0,0.03,0.48625,0.5125,,0.0,0.51625
908,Javonte Green,32.63636363636363,438.6363636363636,0.5095454545454546,9.627272727272729,0.7128181818181818,0.4634545454545454,0.1905454545454545,0.057818182,0.000727273,0.2871818181818181,0.5809090909090909,0.7099090909090909,0.352,0.36875,1.0,0.3369999999999999,0.513909091,1.0,0.1884545454545454,16.181818181818183,0.4530909090909091,0.4530909090909091,0.090909091,0.0,12.554545454545456,0.6036363636363636,0.2871818181818181,0.3674545454545454,5.9818181818181815,11.409090909090908,8.681818181818182,5.327272727272727,2.936363636363636,1.481818181818182,13.28181818181818,12.990909090909092,0.5727272727272728,0.509090909,1.1,0.1118181818181818,-2.236363636,1.7727272727272727,-0.490909091,0.1727272727272727,5.363636363636363,5.554545454545455,10.936363636363636,0.5095454545454546,1.0363636363636364,3.1090909090909093,0.3369999999999999,4.490909090909091,7.8,0.5809090909090909,3.145454545454545,3.972727272727272,0.7955454545454544,2.618181818181818,5.0,7.654545454545455,1.9727272727272729,2.936363636363636,0.8181818181818182,1.9727272727272729,4.6000000000000005,15.272727272727272,117.36363636363636,110.0909090909091,0.089,0.405454545,0.444545455,0.076,0.0,,0.49445454499999997,0.5205454549999999
910,Jawad Williams,30.0,384.3333333333333,0.3783333333333333,16.866666666666664,0.5640000000000001,0.1526666666666666,0.1006666666666666,0.1276666666666666,0.183,0.436,0.4323333333333333,0.5533333333333333,0.2706666666666666,0.6013333333333334,0.3456666666666666,0.315,0.684,0.9043333333333332,0.036666667,1.6666666666666667,0.4116666666666667,0.3533333333333333,0.0,0.0,9.033333333333331,0.4639999999999999,0.436,0.1043333333333333,3.633333333333333,9.433333333333332,6.6000000000000005,5.266666666666667,1.5666666666666669,0.3666666666666667,8.666666666666666,21.03333333333333,-0.1,0.2666666666666666,0.2,0.0156666666666666,-3.233333333,-1.633333333,-4.8,-0.3,2.333333333333333,8.200000000000001,21.23333333333333,0.3783333333333333,3.066666666666667,9.566666666666666,0.315,5.133333333333334,11.633333333333333,0.4323333333333333,1.1666666666666667,1.6000000000000003,0.7304999999999999,1.5666666666666669,4.266666666666667,5.866666666666667,1.7666666666666666,1.5666666666666669,0.2666666666666666,2.0333333333333337,5.033333333333334,20.7,94.0,108.66666666666669,0.38,0.61,0.73,0.27,0.0,,0.99,1.0
917,Jaylen Brown,67.16666666666667,1926.5,0.4703333333333333,13.216666666666669,0.6366666666666667,0.2896666666666667,0.1838333333333333,0.090666667,0.072333333,0.3633333333333333,0.5276666666666667,0.6771666666666666,0.3961666666666666,0.4391666666666666,0.3865,0.3695,0.5218333333333333,0.8888333333333334,0.054166667,36.5,0.265,0.4088333333333333,1.6666666666666667,0.0,15.516666666666666,0.5651666666666667,0.3633333333333333,0.2663333333333333,3.466666666666667,15.166666666666666,9.366666666666667,11.25,1.6,1.1333333333333333,11.483333333333334,24.416666666666668,1.5833333333333333,2.4833333333333334,4.083333333333333,0.0985,0.1166666666666666,-0.283333333,-0.15,1.0166666666666666,49.333333333333336,10.3,21.766666666666666,0.4703333333333333,2.966666666666667,7.966666666666666,0.3695,7.333333333333333,13.8,0.5276666666666667,4.066666666666667,5.733333333333333,0.7055000000000001,1.5333333333333332,6.883333333333333,8.433333333333334,3.4,1.6,0.6333333333333333,3.15,4.3500000000000005,27.6,107.0,108.83333333333331,0.013333333,0.46,0.491666667,0.052,0.0,,0.473333333,0.543666667
918,Jaylen Hoard,13.0,221.0,0.486,7.2,0.8343333333333334,0.5163333333333333,0.2423333333333333,0.053666667,0.0213333333333333,0.1656666666666666,0.5419999999999999,0.7239999999999999,0.2123333333333333,0.222,0.5,0.12,0.5106666666666667,0.889,0.0553333333333333,3.6666666666666665,0.275,0.2855,0.0,0.0,15.433333333333332,0.529,0.1656666666666666,0.3426666666666667,11.266666666666666,18.7,14.933333333333332,9.366666666666667,1.7999999999999998,1.1,10.366666666666667,17.400000000000002,0.1999999999999999,0.2333333333333333,0.4333333333333333,0.093666667,-0.6,-1.233333333,-1.833333333,0.033333333,1.6666666666666667,7.433333333333334,15.4,0.486,0.6,2.7,0.12,6.833333333333333,12.666666666666666,0.5419999999999999,3.033333333333333,4.966666666666666,0.5756666666666667,5.233333333333333,8.6,13.833333333333334,3.0,1.7999999999999998,0.5666666666666667,2.0,3.733333333333333,18.566666666666663,112.33333333333331,112.33333333333331,0.0,0.093333333,0.39,0.386666667,0.195,,0.093333333,0.776666667
919,Jaylen Morris,4.333333333333333,47.66666666666666,0.2686666666666666,11.033333333333331,0.6849999999999999,0.446,0.1869999999999999,0.021,0.031333333,0.3153333333333333,0.3096666666666667,0.3333333333333333,0.222,1.0,0.333,0.1776666666666666,0.6970000000000001,1.0,0.087,0.6666666666666666,0.1333333333333333,0.0,0.3333333333333333,0.0,2.433333333333333,0.3423333333333334,0.3153333333333333,0.289,0.7666666666666666,15.199999999999998,8.166666666666666,14.300000000000002,1.4,0.3,11.866666666666667,19.066666666666663,-0.1,0.066666667,-0.033333333,-0.115,-7.966666667,-1.133333333,-9.1,-0.066666667,0.0,4.3,16.633333333333333,0.2686666666666666,0.8666666666666667,5.266666666666667,0.1776666666666666,3.4333333333333336,11.4,0.3096666666666667,2.533333333333333,5.066666666666666,0.5,0.3333333333333333,7.0,7.333333333333333,5.3,1.4,0.1666666666666666,2.533333333333333,2.8666666666666667,12.0,74.33333333333333,111.0,0.305,0.496666667,0.9,0.01,0.0,,0.801666667,0.91
