,Player,G,MP,%FG_t,Av_Dist(Ft),%FGA_2P,%FGA_0-3,%FGA_3-10,%FGA_10-16,%FGA_16-3P,%FGA_3P,%FG_2P,%FG_0-3,%FG_3-10,%FG_10-16,%FG_16-3P,%FG_3P,%FG_assisted_2P,%FG_assisted_3P,%DunkAttempts,#_Dunks,%FGA_Corner3,%FG_Corner3,Heave_attempts,Heave_#,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PG%,SG%,SF%,PF%,C%,Unnamed: 74,G%,F%
4,Aaron Gordon,48.625,1387.3125,0.463375,12.725,0.6705625,0.3251875,0.14925,0.1198125,0.076625,0.3294375,0.531,0.701875,0.377875,0.390375,0.3033125,0.3194375,0.5048125,0.8581875,0.1236874999999999,57.4375,0.25575,0.3359375,2.5625,0.0,14.7125,0.544875,0.3294375,0.285,6.03125,17.13125,11.49375,15.1375,1.2375,2.1125,12.83125,20.30625,1.0625,1.3375,2.4,0.0774375,0.0875,-0.18125,-0.09375,0.6875,43.0625,8.19375,17.7,0.463375,1.93125,5.90625,0.3194375,6.25,11.7875,0.531,3.425,5.075,0.6818125,2.75,7.6375,10.4,4.85625,1.2375,1.1625,2.95,3.35625,21.70625,108.0625,111.75,0.0,0.02,0.180625,0.80875,0.025714286,,0.02,0.989375
6,Aaron Harrison,11.666666666666666,114.33333333333331,0.1793333333333333,19.433333333333334,0.4503333333333333,0.109,0.032,0.0289999999999999,0.2803333333333333,0.5496666666666666,0.2023333333333333,0.5625,0.1665,0.333,0.074,0.1696666666666666,0.65,0.8335,0.0,0.0,0.393,0.111,0.0,0.0,2.4,0.2883333333333333,0.5496666666666666,0.4593333333333333,2.1666666666666665,14.166666666666666,8.066666666666666,10.766666666666667,1.7,0.2666666666666666,5.966666666666666,14.033333333333331,-0.2,0.1,-0.066666667,-0.058,-8.033333333,-0.466666667,-8.533333333,-0.133333333,1.0,2.2666666666666666,12.333333333333334,0.1793333333333333,1.1666666666666667,6.866666666666667,0.1696666666666666,1.1,5.466666666666666,0.2023333333333333,2.833333333333333,5.366666666666667,0.5606666666666666,1.0333333333333334,6.366666666666667,7.399999999999999,4.133333333333334,1.7,0.1333333333333333,0.9333333333333336,5.7,8.533333333333333,73.0,108.33333333333331,0.38,0.325,0.533333333,0.38,0.0,,0.7050000000000001,0.913333333
7,Aaron Henry,6.0,17.0,0.2,12.0,0.8,0.2,0.2,0.4,0.0,0.2,0.25,1.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,-7.4,0.2,0.2,0.0,0.0,6.5,3.3,0.0,0.0,10.6,28.6,18.5,-0.1,0.0,-0.1,-0.306,-14.0,-2.4,-16.5,-0.1,0.0,2.9,14.7,0.2,0.0,2.9,0.0,2.9,11.7,0.25,0.0,0.0,,0.0,2.9,2.9,0.0,0.0,5.9,5.9,5.9,5.9,29.0,111.0,0.0,0.11,0.69,0.21,0.0,,0.11,0.8999999999999999
12,Aaron Nesmith,49.0,621.5,0.417,17.75,0.3805,0.1475,0.1585,0.0419999999999999,0.033,0.6194999999999999,0.5775,0.7685,0.456,0.3055,0.6,0.32,0.626,0.9675,0.0305,4.5,0.3905,0.2885,0.0,0.0,8.35,0.54,0.6194999999999999,0.15,3.75,15.1,9.5,5.0,1.4,1.05,12.3,15.45,0.05,0.75,0.75,0.0569999999999999,-3.85,0.1499999999999999,-3.75,-0.25,2.0,5.95,14.4,0.417,2.8,8.95,0.32,3.15,5.449999999999999,0.5775,1.7000000000000002,2.15,0.797,1.65,6.800000000000001,8.5,1.7999999999999998,1.4,0.55,2.2,6.25,16.45,104.0,111.0,0.01,0.255,0.62,0.125,0.0,,0.265,0.745
13,Aaron Wiggins,50.0,1209.0,0.463,12.7,0.591,0.249,0.318,0.018,0.006,0.409,0.573,0.655,0.514,0.5,0.5,0.304,0.561,0.976,0.05,15.0,0.362,0.34,0.0,0.0,10.3,0.556,0.409,0.252,4.3,11.0,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7,35.0,6.3,13.6,0.463,1.7,5.6,0.304,4.6,8.0,0.573,2.5,3.4,0.729,2.1,5.1,7.2,2.7,1.2,0.4,2.2,3.7,16.8,107.0,116.0,0.04,0.43,0.49,0.04,0.0,,0.47,0.53
15,Abdel Nader,40.4,516.6,0.4122,13.3,0.5682,0.306,0.2131999999999999,0.0291999999999999,0.0196,0.4317999999999999,0.461,0.6252000000000001,0.2986,0.20725,0.22925,0.3508,0.5391999999999999,0.981,0.0354,4.8,0.3576,0.3638,0.4,0.0,8.7,0.5176000000000001,0.4317999999999999,0.257,2.38,14.44,8.459999999999999,6.1,1.62,1.98,14.86,16.64,-0.08,0.66,0.5599999999999999,0.0416,-3.68,0.78,-2.88,-0.06,1.6,5.94,14.24,0.4122,2.18,6.14,0.3508,3.78,8.1,0.461,2.56,3.64,0.694,1.04,6.5,7.56,2.16,1.62,1.1,2.74,4.92,16.6,96.4,107.8,0.04,0.238,0.626,0.13,0.0,,0.27799999999999997,0.756
18,Adam Mokoka,12.5,84.0,0.3984999999999999,13.95,0.469,0.425,0.0265,0.0,0.018,0.531,0.5645,0.625,0.0,,0.0,0.25,0.5,1.0,0.0,0.0,0.4165,0.354,0.0,0.0,5.199999999999999,0.462,0.531,0.098,4.3,5.45,4.9,8.45,1.7,0.8,13.4,15.5,-0.05,0.1,0.05,-0.0195,-5.3,-1.4,-6.7,-0.1,0.0,5.65,14.2,0.3984999999999999,1.75,7.6,0.25,3.9,6.699999999999999,0.5645,0.45,1.3,0.25,1.95,2.4,4.3,3.0,1.7,0.45,2.6,5.8,13.4,94.0,113.5,0.11,0.335,0.435,0.36,0.01,,0.445,0.7949999999999999
19,Adam Morrison,38.27272727272727,621.1818181818181,0.3552727272727272,17.863636363636363,0.6257272727272727,0.1047272727272727,0.079636364,0.116,0.3251818181818182,0.3742727272727272,0.3823636363636364,0.5546363636363636,0.3635,0.6040909090909091,0.2569090909090909,0.3031818181818181,0.5724545454545455,0.9154545454545456,0.0243636363636363,1.181818181818182,0.2814545454545454,0.5591818181818181,0.090909091,0.090909091,5.318181818181818,0.4301818181818182,0.3742727272727272,0.1257272727272727,3.754545454545455,11.6,7.727272727272727,9.745454545454546,0.4909090909090908,0.3454545454545454,13.57272727272727,17.60909090909091,-0.545454545,0.3909090909090909,-0.109090909,-0.012818182,-4.309090909,-1.627272727,-5.936363636,-0.454545455,4.818181818181818,5.963636363636363,16.7,0.3552727272727272,1.945454545454545,6.227272727272728,0.3031818181818181,4.045454545454546,10.472727272727273,0.3823636363636364,1.3818181818181818,2.0818181818181816,0.6670909090909091,1.6636363636363638,5.2,6.909090909090909,3.3363636363636364,0.4909090909090908,0.209090909090909,2.7181818181818183,5.163636363636364,15.236363636363636,88.90909091,110.0,0.0,0.045,0.682727273,0.41,0.011428571,,0.045,1.092727273
20,Ade Murkey,1.0,1.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.017,-7.4,-2.3,-9.7,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,124.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0
21,Admiral Schofield,35.5,418.5,0.3994999999999999,18.1,0.3625,0.1495,0.159,0.0385,0.015,0.6375,0.538,0.6014999999999999,0.4405,0.6335,0.75,0.32,0.701,0.981,0.028,1.5,0.3309999999999999,0.4225,1.5,0.0,6.8,0.52,0.6375,0.1395,2.9,14.35,8.5,6.6,0.7,0.95,10.0,13.2,0.0,0.2,0.2,0.022,-4.25,-1.2,-5.45,-0.35,1.5,5.0,12.5,0.3994999999999999,2.55,7.9,0.32,2.45,4.55,0.538,1.25,1.7,0.7335,1.35,6.25,7.6,2.25,0.7,0.5,1.55,6.2,13.85,103.0,116.5,0.0,0.04,0.42,0.525,0.07,,0.04,0.9450000000000001
23,Adonis Thomas,4.0,24.666666666666668,0.454,18.0,0.6366666666666667,0.0606666666666666,0.212,0.0,0.3633333333333333,0.3633333333333333,0.5743333333333334,0.0,1.0,,0.411,0.2333333333333333,0.1776666666666667,1.0,0.0,0.0,0.3556666666666667,0.0,0.0,0.0,7.733333333333332,0.5186666666666667,0.3633333333333333,0.0606666666666666,0.0,7.799999999999999,3.9,13.5,0.0,0.0,7.733333333333332,18.633333333333333,0.0,0.0,0.0,0.01,-4.1,-2.066666667,-6.166666667,0.0,0.6666666666666666,8.566666666666666,18.933333333333334,0.454,1.7000000000000002,6.866666666666667,0.2333333333333333,6.866666666666667,12.066666666666666,0.5743333333333334,1.1666666666666667,1.1666666666666667,1.0,0.0,3.5,3.5,4.033333333333333,0.0,0.0,1.7000000000000002,9.1,20.03333333333333,99.66666666666669,115.0,0.0,0.1,0.933333333,0.0,0.0,,0.1,0.933333333
24,Adreian Payne,22.25,424.8333333333333,0.4038333333333333,10.5,0.8779166666666667,0.2913333333333333,0.2430833333333333,0.08625,0.2575833333333333,0.1220833333333333,0.4319166666666666,0.5173333333333333,0.35025,0.3858749999999999,0.5640833333333334,0.1546666666666666,0.7345833333333333,0.9876666666666666,0.060416667,9.083333333333334,0.1186666666666666,0.1388888888888889,0.0,0.0,7.833333333333333,0.4484999999999999,0.1220833333333333,0.26975,6.616666666666667,18.516666666666666,12.508333333333333,4.658333333333333,1.9083333333333332,1.0166666666666666,11.5,17.875,-0.391666667,0.15,-0.258333333,-0.006083333,-5.325,-1.316666667,-6.583333333,-0.491666667,11.166666666666666,6.341666666666666,16.116666666666667,0.4038333333333333,0.4083333333333334,2.0,0.1546666666666666,5.933333333333334,14.141666666666666,0.4319166666666666,2.766666666666667,4.308333333333334,0.6380833333333333,2.975,8.125,11.116666666666667,1.5166666666666666,1.9083333333333332,0.6083333333333333,2.275,7.933333333333334,15.808333333333332,90.25,108.08333333333331,0.0,0.0,0.115,0.653333333,0.2975,,0.0,0.768333333
27,Al Harrington,55.10714285714285,1761.9642857142858,0.4300357142857143,13.235714285714286,0.6771428571428572,0.3220357142857142,0.098392857,0.1027857142857142,0.1538571428571428,0.3228571428571429,0.4551071428571429,0.5648571428571428,0.3379642857142858,0.3176071428571428,0.3691071428571429,0.3718928571428571,0.4805714285714285,0.9399642857142856,0.036285714,28.571428571428573,0.2411785714285714,0.3841785714285714,1.3928571428571428,0.035714286,14.067857142857145,0.5192857142857144,0.3228571428571429,0.2246071428571428,5.667857142857143,15.75,10.621428571428572,9.342857142857143,1.5607142857142855,0.5642857142857143,11.6,23.635714285714283,1.3178571428571428,1.4785714285714284,2.821428571428572,0.0619642857142857,-0.189285714,-1.039285714,-1.225,0.5107142857142857,38.42857142857143,9.389285714285714,21.785714285714285,0.4300357142857143,2.642857142857143,7.117857142857142,0.3718928571428571,6.7250000000000005,14.685714285714283,0.4551071428571429,3.542857142857143,4.871428571428572,0.7102857142857143,2.582142857142857,6.964285714285714,9.539285714285716,2.814285714285714,1.5607142857142855,0.3821428571428571,3.1535714285714285,5.196428571428571,24.93928571428572,101.82142857142856,108.57142857142856,0.0,0.05,0.20952381,0.685357143,0.171153846,,0.05,0.8948809529999999
30,Al Thornton,51.3,1279.2,0.4713999999999999,10.855,0.94365,0.32585,0.13705,0.15865,0.3221,0.05635,0.4836,0.689,0.37115,0.41705,0.3601999999999999,0.23605,0.5889,0.8080588235294117,0.05675,22.25,0.3342,0.1911764705882352,0.95,0.0,11.81,0.52595,0.05635,0.32245,5.215,12.38,8.709999999999999,7.005,1.2100000000000002,1.06,11.85,19.09,0.645,0.61,1.2600000000000002,0.04815,-2.4,-1.02,-3.435,-0.425,25.6,7.975,16.93,0.4713999999999999,0.265,0.985,0.23605,7.695,15.965,0.4836,4.12,5.44,0.753,2.385,5.444999999999999,7.840000000000001,2.2299999999999995,1.2100000000000002,0.7100000000000001,2.6100000000000003,5.245,20.3,103.6,111.85,0.0,0.015625,0.815,0.1725,0.0,,0.015625,0.9874999999999999
31,Al-Farouq Aminu,43.47368421052632,1045.6842105263158,0.3714736842105263,13.221052631578948,0.6134736842105264,0.3013157894736842,0.1965263157894737,0.031263158,0.084157895,0.3865263157894736,0.4324210526315789,0.4779473684210526,0.3778947368421052,0.1740666666666666,0.4513125,0.2541052631578948,0.5963684210526315,0.9444210526315788,0.054894737,19.894736842105264,0.3200526315789473,0.3688421052631579,0.2631578947368421,0.0,9.668421052631578,0.4738421052631579,0.3865263157894736,0.2903157894736842,5.589473684210526,21.84210526315789,13.657894736842104,7.7105263157894735,1.9789473684210528,1.6526315789473685,17.16842105263158,13.93157894736842,0.2473684210526316,1.2210526315789474,1.4842105263157894,0.038105263,-3.447368421,0.7947368421052632,-2.657894737,0.2842105263157894,27.105263157894736,4.505263157894737,11.705263157894738,0.3714736842105263,1.1684210526315788,4.347368421052631,0.2541052631578948,3.326315789473684,7.331578947368421,0.4324210526315789,2.4842105263157896,3.236842105263158,0.7720526315789474,2.5894736842105264,9.831578947368422,12.4,2.6842105263157894,1.9789473684210528,0.9684210526315788,2.673684210526316,3.794736842105263,12.65263157894737,94.68421053,108.47368421052632,0.0,0.01,0.505882353,0.542631579,0.018,,0.01,1.048513932
32,Alan Anderson,41.25,849.125,0.401875,15.9625,0.546875,0.2235,0.09675,0.091375,0.13525,0.453125,0.4495,0.650625,0.283625,0.37825,0.32775,0.339875,0.468375,0.896875,0.01975,4.75,0.362,0.367625,1.125,0.0,9.5125,0.520375,0.453125,0.2395,2.5625,9.8875,6.2,9.25,1.1625,0.325,11.1625,17.4625,0.475,0.4625,0.9,0.045625,-2.175,-1.0,-3.1625,-0.1125,8.25,6.3500000000000005,15.875,0.401875,2.425,7.074999999999999,0.339875,3.9375,8.75,0.4495,3.075,3.8125,0.802,1.1625,4.3375,5.5375,3.025,1.1625,0.2,2.2875,5.0875,18.2375,102.125,110.375,0.12,0.30125,0.62125,0.098,0.0,,0.42125,0.71925
33,Alan Henderson,51.0,742.8,0.5258,4.08,0.997,0.6384000000000001,0.1931999999999999,0.108,0.0574,0.003,0.5274,0.642,0.2266,0.3054,0.34325,0.0,0.5972000000000001,,0.0666,10.2,0.0,,0.2,0.0,14.12,0.5596,0.003,0.4584,14.72,17.06,15.919999999999998,3.8,1.04,1.98,13.88,13.12,0.98,0.72,1.7600000000000002,0.1222,-0.26,-0.96,-1.2,0.02,4.2,5.66,11.02,0.5258,0.0,0.04,0.0,5.66,10.98,0.5274,3.1,4.76,0.6438,6.640000000000001,7.9,14.54,1.24,1.04,1.4,2.06,5.34,14.44,116.2,105.8,0.0,0.0,0.16,0.616,0.354,,0.0,0.776
37,Alec Peters,20.0,225.0,0.378,20.2,0.216,0.135,0.027,0.014,0.041,0.784,0.625,0.6,1.0,0.0,0.667,0.31,0.8,1.0,0.014,1.0,0.259,0.2,0.0,0.0,10.7,0.523,0.784,0.135,3.7,14.0,8.8,7.9,0.4,0.7,4.9,15.5,0.2,0.0,0.3,0.055,-0.5,-2.3,-2.8,0.0,0.0,6.0,15.7,0.378,3.8,12.3,0.31,2.1,3.4,0.625,1.7,2.1,0.8,1.7,6.2,7.9,2.6,0.4,0.4,0.9,2.8,17.4,111.0,116.0,0.0,0.0,0.07,0.87,0.06,,0.0,0.94
38,Aleem Ford,5.0,74.0,0.3,19.5,0.25,0.15,0.1,0.0,0.0,0.75,0.8,1.0,0.5,,,0.133,0.75,1.0,0.05,1.0,0.2,0.0,0.0,0.0,0.5,0.35,0.75,0.0,2.8,18.6,10.7,3.8,0.7,0.0,16.7,14.0,-0.2,0.1,-0.2,-0.103,-9.1,-2.2,-11.4,-0.2,0.0,3.9,13.1,0.3,1.3,9.8,0.133,2.6,3.3,0.8,0.0,0.0,,1.3,8.5,9.8,1.3,0.7,0.0,2.6,4.6,9.2,67.0,115.0,0.0,0.11,0.44,0.33,0.11,,0.11,0.77
40,Aleksej Pokusevski,53.0,1161.5,0.3745,16.05,0.5305,0.1685,0.1975,0.095,0.069,0.4695,0.4505,0.6285000000000001,0.3745,0.376,0.291,0.2845,0.4835,0.9305,0.0535,21.5,0.198,0.325,0.5,0.0,9.05,0.4575,0.4695,0.1065,4.4,19.200000000000003,11.7,14.8,1.2,3.15,17.6,20.25,-2.0,1.25,-0.75,-0.035,-3.9,-0.45,-4.35,-0.65,20.0,6.699999999999999,17.9,0.3745,2.4,8.4,0.2845,4.3,9.5,0.4505,1.4,1.9,0.719,2.1,8.8,10.9,4.7,1.2,1.65,4.0,3.0,17.15,88.5,112.5,0.0,0.0,0.015,0.655,0.33,,0.0,0.67
47,Alex Poythress,17.333333333333332,188.66666666666663,0.4599999999999999,10.466666666666669,0.6469999999999999,0.5263333333333333,0.075,0.0246666666666666,0.021,0.353,0.5146666666666667,0.5796666666666667,0.3056666666666667,0.25,0.0,0.357,0.6676666666666667,1.0,0.1123333333333333,5.0,0.4586666666666666,0.4793333333333333,0.0,0.0,11.066666666666668,0.5396666666666666,0.353,0.1809999999999999,8.4,13.366666666666667,10.833333333333334,5.133333333333334,0.9666666666666668,1.5666666666666664,8.066666666666666,14.366666666666664,0.2333333333333333,0.1333333333333333,0.3,0.083666667,-2.366666667,-1.466666667,-3.833333333,-0.066666667,0.6666666666666666,6.4,13.866666666666667,0.4599999999999999,1.7333333333333332,4.9,0.357,4.666666666666667,8.966666666666667,0.5146666666666667,1.7333333333333334,2.5,0.7105,3.733333333333333,5.833333333333333,9.566666666666666,1.7333333333333334,0.9666666666666668,0.8666666666666667,1.3,6.366666666666667,16.2,113.33333333333331,112.33333333333331,0.0,0.0,0.15,0.796666667,0.155,,0.0,0.946666667
50,Alexander Johnson,51.0,651.0,0.513,6.2,1.0,0.517,0.1545,0.155,0.1735,0.0,0.513,0.624,0.3385,0.3535,0.314,,0.641,,0.153,20.0,,,0.0,0.0,11.05,0.571,0.0,0.681,7.4,17.25,12.35,3.8,1.5,2.5,19.05,16.85,0.3,0.5,0.75,0.051,-4.2,-0.65,-4.85,-0.45,12.5,6.050000000000001,11.8,0.513,0.0,0.0,,6.050000000000001,11.8,0.513,5.4,8.0,0.674,3.25,7.45,10.7,1.25,1.5,1.7,3.65,8.55,17.5,102.0,109.5,0.0,0.0,0.01,0.715,0.28,,0.0,0.725
53,Alfonzo McKinnie,36.4,422.6,0.4711999999999999,13.88,0.5458000000000001,0.3068,0.141,0.039,0.0592,0.4542,0.602,0.721,0.4806,0.39275,0.4416,0.3294,0.6644,0.9876,0.104,11.8,0.45,0.367,0.0,0.0,10.22,0.5532,0.4542,0.1762,6.959999999999999,13.7,10.38,3.3600000000000003,1.1,1.06,10.3,15.64,0.2599999999999999,0.3399999999999999,0.62,0.0678,-2.9,-1.36,-4.24,-0.24,1.8,6.92,14.580000000000002,0.4711999999999999,2.2,6.62,0.3294,4.68,8.0,0.602,1.48,2.58,0.5492,2.9799999999999995,6.08,9.1,1.16,1.1,0.6,1.78,6.16,17.48,108.2,112.2,0.0,0.102,0.674,0.228,0.0,,0.102,0.902
54,Alize Johnson,12.263157894736842,89.84210526315789,0.4008421052631579,6.752631578947369,0.8641578947368421,0.5647894736842105,0.2394210526315789,0.0532105263157894,0.006578947,0.1358421052631579,0.4578947368421052,0.5062105263157894,0.3188666666666667,0.4476,0.0,0.069466667,0.442,1.0,0.002578947,0.1052631578947368,0.4888666666666666,0.1,0.4210526315789473,0.0,11.215789473684213,0.4345263157894737,0.1358421052631579,0.3027368421052631,21.44736842105263,27.321052631578947,24.41578947368421,5.421052631578948,1.4789473684210528,0.4210526315789473,19.25263157894737,17.25263157894737,0.031578947368421,0.073684211,0.1263157894736842,0.0211052631578947,-3.747368421,-2.978947368,-6.747368421,-0.057894737,0.052631579,5.294736842105263,13.721052631578948,0.4008421052631579,0.1210526315789473,1.9105263157894736,0.069466667,5.178947368421053,11.826315789473686,0.4578947368421052,2.384210526315789,4.1,0.5166315789473683,9.442105263157895,12.168421052631578,21.6,1.9842105263157896,1.4789473684210528,0.231578947368421,3.789473684210526,4.273684210526316,13.089473684210526,99.42105263157896,111.10526315789474,0.0,0.06,0.185789474,0.459473684,0.513076923,,0.06,0.645263158
60,Alonzo Gee,34.806451612903224,651.8387096774194,0.431258065,7.535483870967742,0.8369032258064516,0.5101290322580645,0.2148387096774193,0.047548387,0.061516129,0.1630967741935484,0.4571290322580645,0.5187741935483872,0.2924838709677419,0.1658888888888889,0.4023076923076923,0.2936296296296296,0.5381612903225806,0.9565,0.1473870967741935,21.580645161290324,0.6964814814814815,0.3097037037037037,0.096774194,0.032258065,9.319354838709677,0.4977419354838709,0.1630967741935484,0.3305806451612903,7.167741935,10.816129032258065,8.938709677419356,5.361290322580645,1.993548387096774,1.7096774193548387,19.45483870967742,15.374193548387098,0.3354838709677419,0.4258064516129032,0.7290322580645162,0.0234516129032258,-3.009677419,0.0161290322580645,-2.993548387,0.006451613,14.870967741935484,5.419354838709677,12.393548387096772,0.431258065,0.7096774193548387,2.148387096774193,0.2936296296296296,4.709677419354839,10.229032258064516,0.4571290322580645,2.9516129032258065,4.193548387096774,0.7018148148148149,3.296774193548387,4.809677419354839,8.119354838709677,1.783870967741935,1.993548387096774,1.1903225806451612,3.3741935483870966,5.054838709677419,14.503225806451614,95.25806451612904,108.80645161290325,0.01,0.333333333,0.638387097,0.111666667,0.015,,0.343333333,0.750053764
66,Amare Stoudemire,51.86363636363637,1476.3181818181818,0.5376363636363636,6.218181818181819,0.9895454545454544,0.4795454545454545,0.2589090909090909,0.093454545,0.1576818181818182,0.0104545454545454,0.5417727272727273,0.6736363636363637,0.4496363636363636,0.3836818181818182,0.3699090909090909,0.1062105263157894,0.5381363636363636,0.72925,0.1405454545454545,85.36363636363636,0.1384210526315789,0.2421428571428571,0.8636363636363636,0.0,20.85909090909091,0.5878636363636364,0.0104545454545454,0.4290909090909091,9.404545454545454,19.581818181818186,14.518181818181818,6.386363636363637,1.190909090909091,2.6954545454545453,11.890909090909092,25.1,3.459090909090909,1.5636363636363635,5.0227272727272725,0.1539090909090909,1.2000000000000002,-0.663636364,0.5363636363636363,1.1681818181818182,35.04545454545455,11.35,21.17727272727273,0.5376363636363636,0.031818182,0.2363636363636363,0.1062105263157894,11.327272727272728,20.95,0.5417727272727273,6.795454545454546,9.05,0.7478181818181819,4.25,8.881818181818183,13.1,1.8636363636363635,1.190909090909091,1.8136363636363635,3.35,5.818181818181818,29.536363636363635,112.13636363636364,105.86363636363636,0.0,0.0,0.023333333,0.531904762,0.491363636,,0.0,0.555238095
68,Amile Jefferson,15.0,71.0,0.491,4.449999999999999,1.0,0.518,0.375,0.0715,0.0355,0.0,0.491,0.5,0.3395,0.5,0.0,,0.55,,0.0,0.0,,,0.0,0.0,15.0,0.532,0.0,0.75,11.7,21.75,16.6,6.800000000000001,1.4500000000000002,3.7,8.95,13.3,0.1,0.1,0.2,0.1405,-2.15,0.5,-1.65,0.0,0.0,5.25,10.35,0.491,0.0,0.0,,5.25,10.35,0.491,4.15,7.5,0.616,5.449999999999999,9.7,15.1,2.4000000000000004,1.4500000000000002,2.1,1.35,5.199999999999999,14.65,120.5,106.5,0.0,0.0,0.05,0.855,0.095,,0.0,0.905
69,Amir Coffey,43.66666666666666,706.6666666666666,0.4386666666666667,15.233333333333334,0.5196666666666667,0.2313333333333333,0.1536666666666666,0.088333333,0.046666667,0.4803333333333333,0.4986666666666666,0.6829999999999999,0.2996666666666667,0.496,0.2736666666666666,0.3683333333333333,0.566,0.936,0.0363333333333333,6.333333333333333,0.3446666666666667,0.4866666666666666,0.3333333333333333,0.0,10.533333333333331,0.5586666666666666,0.4803333333333333,0.2746666666666666,2.466666666666667,9.4,6.066666666666666,10.366666666666667,1.3333333333333333,0.6333333333333334,10.366666666666667,16.166666666666668,0.8999999999999999,0.6666666666666666,1.5333333333333332,0.080666667,-2.166666667,0.0,-2.133333333,0.1999999999999999,10.666666666666666,6.366666666666667,14.533333333333331,0.4386666666666667,2.5666666666666664,6.833333333333333,0.3683333333333333,3.8333333333333335,7.633333333333333,0.4986666666666666,2.8000000000000003,3.9333333333333336,0.7063333333333333,1.1,4.4,5.5,3.633333333333333,1.3333333333333333,0.3666666666666667,1.9,4.133333333333334,18.066666666666663,111.66666666666669,112.33333333333331,0.03,0.406666667,0.52,0.06,0.0,,0.436666667,0.5800000000000001
70,Amir Johnson,62.142857142857146,1308.7857142857142,0.5755,6.192857142857143,0.9075,0.5509285714285714,0.2377857142857143,0.0375,0.081571429,0.0925,0.5975,0.7181428571428572,0.4207692307692307,0.3464615384615384,0.37175,0.28525,0.6479999999999999,0.9388888888888888,0.1442857142857143,37.42857142857143,0.4152499999999999,0.2955833333333333,0.5,0.0,16.264285714285716,0.6181428571428571,0.0925,0.3087142857142857,11.135714285714286,17.871428571428574,14.514285714285714,9.171428571428573,1.407142857142857,4.092857142857143,16.814285714285713,15.185714285714283,2.2857142857142856,1.65,3.95,0.1518571428571428,-0.971428571,1.1,0.1285714285714286,0.7571428571428571,34.642857142857146,7.3,12.678571428571429,0.5755,0.4714285714285714,1.2214285714285715,0.28525,6.821428571428571,11.464285714285714,0.5975,2.8428571428571425,3.957142857142857,0.7010714285714286,5.05,8.1,13.114285714285714,3.0285714285714285,1.407142857142857,2.75,2.9714285714285715,7.899999999999999,17.885714285714286,117.28571428571428,104.42857142857144,0.0,0.0,0.19,0.721538462,0.291666667,,0.0,0.911538462
72,Andray Blatche,62.66666666666666,1384.6666666666667,0.4512222222222222,9.533333333333331,0.9341111111111112,0.3878888888888889,0.1752222222222222,0.1191111111111111,0.252,0.065888889,0.467,0.6271111111111112,0.3351111111111111,0.3246666666666666,0.3676666666666667,0.2294444444444444,0.4981111111111111,0.857,0.066,32.77777777777778,0.3043333333333333,0.1737777777777777,0.8888888888888888,0.0,15.38888888888889,0.4945555555555556,0.065888889,0.2611111111111111,9.533333333333331,18.922222222222224,14.122222222222224,10.6,1.9444444444444444,2.988888888888889,14.311111111111112,22.822222222222223,0.5666666666666667,1.5444444444444445,2.1444444444444444,0.062222222,-1.555555556,-0.122222222,-1.688888889,0.4222222222222223,21.22222222222222,9.177777777777775,20.3,0.4512222222222222,0.3,1.2888888888888888,0.2294444444444444,8.877777777777778,19.03333333333333,0.467,3.822222222222222,5.344444444444445,0.7183333333333333,4.4,8.355555555555556,12.744444444444444,3.1888888888888887,1.9444444444444444,1.9777777777777776,3.755555555555556,6.388888888888889,22.51111111111111,99.22222222222224,106.0,0.0,0.0,0.063333333,0.556666667,0.423333333,,0.0,0.62
